State,Delta,Theta,Alpha,Beta,Gamma
Focused,12678.75,8299.67,4247.42,11552.93,270550.18
Focused,21396.40,7221.94,6269.70,9922.32,274966.03
Focused,13135.09,11939.93,4812.09,16962.56,279347.25
Focused,19964.14,18700.38,11594.03,13935.35,238753.33
Focused,37692.00,77884.82,50869.98,59696.93,351052.30
Focused,15217.91,68752.22,102889.33,135959.69,331469.67
Focused,66600.50,40688.78,27880.14,74711.57,355649.66
Focused,65139.39,101922.74,79462.95,94328.43,340816.86
Focused,28296.01,16542.24,12916.70,11796.47,195874.91
Focused,3679.56,14249.34,9423.41,22146.39,223345.81
Focused,9488.04,9129.69,6699.10,13993.30,212583.35
Focused,3375.66,11815.46,10886.66,18828.30,219686.80
Focused,5732.40,12589.40,11859.57,21433.03,224659.50
Focused,6049.43,8767.08,8662.77,16395.51,224424.96
Focused,6953.37,8820.50,5582.46,17066.93,226555.37
Focused,18461.42,10265.01,5380.12,15930.55,202520.14
Focused,64667.05,55171.11,12433.62,26934.31,330949.90
Focused,108746.20,150746.91,63570.72,73941.13,313083.80
Focused,14761.86,15310.52,9764.00,15320.57,277202.20
Focused,9987.76,6334.95,4798.41,15642.14,236288.19
Focused,5942.24,5396.98,5959.65,11844.85,222698.28
Focused,10404.35,7392.13,7119.90,16403.67,240612.44
Focused,11206.73,6770.31,5427.53,12587.03,215061.35
Focused,8805.22,6593.50,5958.30,17512.24,220660.47
Focused,6680.16,10856.95,7528.35,10880.98,217416.09
Focused,7843.62,6445.58,6560.32,12023.65,219287.02
Focused,11129.98,9962.13,4323.06,12422.26,223674.78
Focused,6854.92,4234.10,7434.56,9306.48,219325.26
Focused,15120.20,8267.75,8744.14,13599.38,220732.60
Focused,5582.52,10242.10,4835.15,13062.61,227094.56
Focused,10307.35,7217.90,12402.74,14362.67,220369.32
Focused,13731.18,8925.83,6748.98,10052.79,218994.15
Focused,12064.67,4114.33,7318.17,11583.40,220708.98
Focused,7044.26,10379.51,4787.45,12344.76,210532.78
Focused,9219.91,4259.74,6373.61,10597.72,216171.84
Focused,10778.09,7651.00,7008.76,14224.78,216000.43
Focused,2725.68,9451.97,7261.85,15504.71,222692.82
Focused,10092.87,8070.47,3940.37,13274.54,227543.86
Focused,4141.16,5041.61,8111.32,10812.20,225881.13
Focused,16717.41,6445.54,5292.96,16932.97,236853.54
Focused,14196.27,6163.77,7112.02,11094.84,220990.23
Focused,6502.59,6491.36,8297.55,16320.18,211996.82
Focused,17848.90,10891.20,5917.01,12482.02,217959.41
Focused,6514.56,9819.13,5001.24,13642.98,212971.67
Focused,12402.58,8029.87,9964.88,14470.47,216041.20
Focused,8853.96,4699.73,9273.96,11973.08,216935.62
Focused,21551.73,13164.65,7544.91,11924.38,227428.80
Focused,7344.05,3413.67,5819.46,13468.95,219393.56
Focused,9534.55,12159.66,5867.86,13551.40,216181.89
Focused,12351.95,7288.82,3876.64,16122.32,218085.79
Focused,15344.15,6772.40,5203.37,13446.93,239631.51
Focused,9098.83,10144.48,6148.90,18107.97,227676.89
Focused,13012.11,18285.74,11431.93,11917.26,216819.04
Focused,9109.25,15870.54,6486.81,9884.40,223023.43
Focused,8387.97,16627.80,4895.31,17778.15,217964.52
Focused,8969.87,5106.37,6041.13,9148.49,205432.98
Focused,7238.77,18032.18,8226.84,13611.93,216022.92
Focused,10353.82,7048.93,4192.50,15665.55,212581.38
Focused,10660.29,9430.93,7706.50,10086.15,217008.65
Focused,9249.15,26550.02,12066.97,22302.93,237390.62
Focused,4763.10,7916.45,8161.34,14365.18,220207.78
Focused,15669.14,6229.15,8649.30,12489.74,217153.21
Focused,39856.59,20508.24,19379.37,43911.83,268680.27
Focused,7119.54,8507.87,17120.68,23006.70,258172.60
Focused,8240.69,17086.45,17979.14,36385.72,244971.85
Focused,11312.67,5292.67,9102.92,27435.91,235251.17
Focused,6997.73,9577.93,7001.25,12680.38,229021.70
Focused,8274.76,4066.54,5842.80,13764.01,226041.44
Focused,9276.06,7191.61,5429.06,16337.41,229263.64
Focused,7584.99,6044.07,5409.08,12569.78,213364.49
Focused,8042.79,6260.11,4726.83,11692.85,214640.66
Focused,8113.09,6032.44,4933.28,11890.50,209062.61
Focused,3752.49,6010.35,3062.53,10665.56,210391.05
Focused,6002.54,1924.45,3224.18,10653.51,199201.68
Focused,4619.08,5530.54,4585.34,9391.69,204103.70
Focused,6600.78,6929.33,4856.89,9907.26,208496.33
Focused,6431.27,3232.04,4426.38,13628.08,200057.61
Focused,8459.48,9909.13,6103.21,13640.87,218768.17
Focused,10399.31,14198.41,6945.39,13362.99,220343.22
Focused,12483.54,23934.93,8672.54,14498.62,223287.14
Focused,11368.68,9066.40,6733.69,10906.90,273030.55
Focused,3158.84,8263.06,8115.49,14956.82,225708.72
Focused,18639.27,10483.08,7276.51,12417.69,222854.78
Focused,9022.83,8912.72,5670.99,14477.32,208947.86
Focused,9085.78,12907.86,5545.99,13521.76,213318.02
Focused,13754.32,8761.58,7145.55,7922.70,205066.44
Focused,8103.10,7798.76,5786.18,8979.09,209990.35
Focused,6076.85,8402.88,4125.62,13097.50,212727.11
Focused,4640.05,5148.61,3615.79,9616.37,206587.69
Focused,6635.60,4803.10,4284.01,13435.22,209653.95
Focused,11705.57,18433.14,6498.23,13982.28,217770.52
Focused,7817.55,9796.62,5299.48,8878.88,210525.30
Focused,9945.29,11692.99,9324.19,12266.77,223457.14
Focused,8817.17,14052.04,8193.85,23774.64,224033.37
Focused,12511.26,9730.76,4357.68,12125.31,219548.73
Focused,7681.47,4162.02,4776.34,10916.32,213256.52
Focused,7603.12,9938.42,8643.56,16755.15,210642.20
Focused,4630.94,3703.07,3135.98,9871.53,205682.17
Focused,11683.19,8685.73,5614.85,12172.18,218562.11
Focused,12817.06,7253.34,4787.96,14770.31,220851.00
Focused,15401.91,13381.30,9500.82,12152.24,223333.33
Focused,15612.23,6758.01,5318.46,15530.94,222296.96
Focused,6177.48,8048.30,9949.76,14827.84,222486.39
Focused,12308.84,12562.91,10004.20,14059.44,229253.80
Focused,12724.87,5470.33,7546.23,11475.16,223229.39
Focused,6599.89,13810.10,7749.25,15996.84,232703.72
Focused,10451.11,4700.54,7502.81,9250.63,246362.00
Focused,15796.13,5646.25,4590.27,14589.72,229741.72
Focused,68027.94,48815.32,17572.96,26305.72,329442.50
Focused,14302.85,8123.37,3853.47,10881.21,215859.70
Focused,14154.86,11848.83,9062.39,17087.18,204303.55
Focused,13844.05,7210.80,8859.46,15707.66,230162.22
Focused,35089.85,36168.38,12459.12,12269.30,206389.72
Focused,162358.92,144113.89,71995.27,124868.63,302832.63
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,1459.16,3760.77,3392.86,4057.20,18961.95
Focused,11735.20,15882.72,12825.51,42772.18,305191.18
Focused,8898.67,9506.94,10813.75,35288.50,269780.20
Focused,41066.51,49204.51,24986.90,52884.17,304633.86
Focused,3644.12,6073.79,10993.66,44524.76,291505.10
Focused,29274.96,29946.15,20567.71,241679.93,500770.01
Focused,9362.45,3640.60,10888.34,10439.90,159660.11
Focused,43513.56,37333.36,8121.91,15916.24,161714.73
Focused,13328.68,13817.00,5723.17,17071.71,149986.33
Focused,23451.58,11988.85,7138.75,12706.56,127468.13
Focused,26827.39,44623.80,24344.75,18006.22,197388.21
Focused,13373.82,24147.67,15566.64,16923.41,223009.26
Focused,15636.95,24948.12,16343.30,47461.46,265329.35
Focused,11869.24,17999.64,5048.10,17074.11,205752.14
Focused,23630.26,37764.24,43052.37,56201.55,280905.39
Focused,18561.34,23091.64,10432.50,25478.45,232468.04
Focused,16179.13,9753.67,13224.56,11902.48,194231.11
Focused,12947.20,14189.68,8288.49,13923.00,202259.10
Focused,11761.63,19005.90,8889.77,15436.63,213035.62
Focused,13484.57,10761.69,5987.99,17761.76,236368.13
Focused,4311.43,11098.55,7511.00,19247.95,232412.58
Focused,25132.36,31834.92,25042.65,46501.73,269836.66
Focused,15898.68,23919.57,17213.67,30515.93,322533.09
Focused,10384.90,7086.72,4550.62,10321.76,221166.06
Focused,6951.26,4424.16,3616.60,11369.48,212649.77
Focused,8458.77,4020.52,4096.02,13451.37,218411.55
Focused,10721.02,9078.57,4593.26,7450.60,216835.83
Focused,9383.45,11063.71,5080.91,12916.05,218007.37
Focused,13709.01,15813.96,8376.12,13895.03,246040.44
Focused,3571.18,4942.01,2764.49,10238.39,233144.85
Focused,8791.84,7645.57,5535.82,10931.99,222542.41
Focused,14627.69,8614.36,9690.01,19113.25,237360.51
Focused,19012.98,13894.95,11171.47,25438.97,250703.29
Focused,51848.37,39844.98,28321.64,46108.80,272812.92
Focused,189076.92,190273.60,124805.31,190307.33,302640.72
Focused,0.00,0.00,0.00,0.00,0.00
Focused,160728.10,205303.62,128225.12,137221.59,641358.88
Focused,233491.66,171073.99,92753.09,160020.96,386164.99
Focused,53206.54,47067.28,32913.00,56558.57,85908.87
Focused,1813.60,4787.47,5371.58,7187.62,42460.71
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,155027.26,50660.42,54030.96,51083.81,294536.72
Focused,42335.38,82407.11,54518.14,102685.44,306939.03
Focused,42109.97,31971.86,30016.57,22749.02,264355.31
Focused,63515.55,66471.64,78747.99,63398.97,333418.68
Focused,48184.17,79959.40,32268.72,52880.64,226745.13
Focused,151674.22,238905.63,134071.22,181652.87,253550.83
Focused,159427.35,121864.89,73199.11,84719.60,153293.38
Focused,130049.66,98877.24,45182.17,35942.50,158828.04
Focused,80409.98,69829.32,41234.84,43346.11,84051.37
Focused,800.79,1470.71,1449.73,2446.90,11285.00
Focused,25328.04,54067.22,26027.78,52603.83,289031.99
Focused,18266.43,9702.04,15449.29,28869.48,285352.93
Focused,88826.49,39658.90,15074.08,27235.96,276829.90
Focused,19412.97,28254.09,22798.99,29935.75,222914.84
Focused,3772.87,17714.91,9934.26,21165.73,260706.43
Focused,8675.51,44107.28,18009.54,28142.79,216546.84
Focused,28570.90,27308.55,11227.80,22267.48,300083.44
Focused,39737.62,20795.71,8999.25,19577.50,273394.62
Focused,6723.58,22696.79,11683.75,13434.46,288727.22
Focused,6860.96,5823.28,9365.13,19236.49,286498.36
Focused,5885.22,6060.92,7286.36,14160.93,298155.64
Focused,32760.91,40799.54,9974.33,18292.35,273484.41
Focused,29066.52,21465.37,8137.75,10411.97,215993.70
Focused,20217.90,44835.27,20599.46,27443.28,225479.37
Focused,871.93,299.38,101.91,86.92,41.00
Focused,8636.48,8268.51,3562.58,5418.76,45430.06
Focused,26869.34,25842.51,15326.51,31913.65,258774.60
Focused,7568.77,45086.87,22065.49,36349.14,292779.27
Focused,12162.35,28738.44,8882.27,17639.65,274584.22
Focused,33063.44,25838.56,18898.30,19900.32,269518.40
Focused,26973.00,35242.73,15465.99,32041.62,341969.98
Focused,101059.63,83313.38,71692.32,144683.43,611427.98
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,11825.28,9386.60,12294.78,13767.11,318779.49
Focused,7384.14,8244.36,5358.51,12877.93,315739.62
Focused,33896.69,26720.09,25628.91,39329.48,296175.62
Focused,16856.18,6541.91,12525.62,12661.57,256601.54
Focused,6462.46,8261.49,6617.07,13692.26,248488.97
Focused,5661.73,7219.78,8765.45,14399.54,258292.55
Focused,29570.42,21855.61,15818.72,15593.07,262626.04
Focused,11348.11,7929.02,10127.56,20541.97,253074.42
Focused,20440.80,27956.72,25106.23,37711.12,331300.73
Focused,22355.50,10993.89,7722.13,14983.92,249838.92
Focused,8601.16,6920.49,6193.16,17967.09,247932.54
Focused,5513.70,28372.32,7614.51,17735.70,275648.51
Focused,11260.33,11833.83,15402.90,25274.50,270994.11
Focused,18938.82,25328.67,13394.72,29182.44,276620.90
Focused,11606.91,9312.23,4968.75,10895.03,320144.08
Focused,5915.59,5849.69,4298.03,14548.08,254377.93
Focused,14442.83,32987.40,22809.89,27749.77,297917.64
Focused,19186.02,28949.03,7497.26,16909.03,277331.03
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,24962.35,26701.12,14123.29,19226.53,23238.89
Focused,41380.33,18970.90,20801.89,26826.60,267798.72
Focused,12570.24,16656.41,13756.63,20390.73,262354.77
Focused,9358.17,31872.76,15012.28,34319.22,268306.30
Focused,34416.92,32621.57,24636.17,23912.27,312896.10
Focused,9478.29,25747.56,20979.94,25581.62,297966.69
Focused,18504.54,12165.45,5542.66,20667.66,316756.82
Focused,13921.24,9939.74,6861.62,14604.91,394780.57
Focused,18240.23,28211.30,16306.13,36372.15,471789.32
Focused,13360.58,25086.58,5773.34,20885.03,283416.54
Focused,26423.42,12021.88,6088.43,16629.29,252882.48
Focused,14180.02,15885.86,17742.89,16479.82,251935.34
Focused,9992.18,10932.49,11893.40,15737.74,257208.88
Focused,21103.43,25794.55,7279.83,15694.79,344714.50
Focused,13047.83,8683.43,3652.66,16936.17,391379.42
Focused,24463.75,16253.00,11739.93,25474.80,252546.08
Focused,18197.77,16576.84,14827.40,35699.20,269606.32
Focused,12912.96,21626.50,18178.37,23095.73,267896.70
Focused,28071.67,15480.51,3898.52,15427.82,242499.38
Focused,12408.85,23219.71,8001.39,17726.66,253252.09
Focused,23550.48,18127.08,5878.00,12399.82,251788.30
Focused,17986.24,20870.35,8627.93,15281.84,232266.74
Focused,29506.04,21706.26,9745.85,14455.62,249577.56
Focused,38095.69,32474.33,6605.69,18592.04,256863.13
Focused,19023.52,22798.38,5364.21,16752.66,259655.28
Focused,20699.58,23475.51,10462.89,17202.40,220149.94
Focused,18844.26,20447.00,14315.09,16931.18,208058.18
Focused,56961.98,155507.63,73036.49,117525.59,546816.25
Focused,89198.42,26342.43,58559.63,105511.05,963656.81
Focused,116810.99,65717.51,23902.08,25689.82,309027.69
Focused,19009.08,25317.78,14648.04,28381.16,250643.00
Focused,50066.85,23994.62,30105.12,28892.30,294356.73
Focused,20506.65,16464.37,10046.39,19863.03,289409.32
Focused,18942.84,35731.69,14075.22,24939.28,264232.93
Focused,23494.78,22666.93,15745.65,18398.98,268660.50
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,23948.08,18008.87,11548.76,9560.26,91342.01
Focused,22491.57,43982.02,14092.37,30588.34,272940.34
Focused,32786.14,64925.30,17891.54,29044.45,280823.97
Focused,25609.02,27679.20,14072.36,20502.33,267989.16
Focused,15259.66,27183.36,15327.72,22910.34,269349.87
Focused,13817.97,6585.18,8030.38,24385.29,286007.72
Focused,18739.45,17982.80,8838.21,26999.67,326173.14
Focused,25990.56,21136.60,10188.70,37416.86,336604.50
Focused,7641.34,6984.72,6696.66,14697.53,269936.60
Focused,9821.65,13619.02,11680.68,16965.95,278836.60
Focused,21849.52,32172.74,13856.82,24989.80,314120.87
Focused,15020.71,14507.16,6061.41,12331.12,281406.25
Focused,27706.09,32514.60,10681.50,28766.80,352610.75
Focused,14486.90,12938.38,11307.40,16970.65,264496.35
Focused,13681.16,8373.18,4940.65,12945.20,267195.98
Focused,33166.14,23340.74,6670.88,27161.86,277059.84
Focused,15908.94,15451.35,5231.47,18079.77,250789.28
Focused,9218.71,9473.59,5243.04,11650.50,254374.66
Focused,7413.66,9702.67,6385.70,15497.03,243467.11
Focused,7386.47,11036.96,6248.66,11070.33,250453.42
Focused,22718.19,22067.85,13235.49,19915.10,275626.83
Focused,8629.49,6974.00,7449.93,15613.63,257326.40
Focused,3722.64,20234.50,8525.89,12727.90,247593.19
Focused,8644.05,4060.15,7140.03,17788.25,256583.77
Focused,10118.12,7871.70,6547.23,13489.24,262100.77
Focused,7551.05,6580.40,6621.38,14902.19,257030.98
Focused,15166.08,11419.52,7935.03,12687.46,262077.23
Focused,6318.11,7080.74,4665.88,22508.92,263819.77
Focused,28677.14,24755.73,5671.05,27279.57,287199.29
Focused,13507.78,33668.83,14768.53,20795.52,280370.78
Focused,27590.30,25306.75,7073.62,10232.49,257857.36
Focused,10841.91,10352.58,9367.30,12931.59,269345.50
Focused,18299.31,15771.46,9668.07,16770.41,275170.48
Focused,10884.31,15058.18,9315.84,20731.18,263035.11
Focused,6957.32,9028.61,7513.23,10399.02,259915.35
Focused,9915.20,10290.70,5458.36,11084.25,262670.00
Focused,5674.72,6443.44,4757.77,10646.88,267614.14
Focused,5498.37,6980.18,5565.24,11956.57,269157.69
Focused,7553.57,10446.37,5812.15,13926.08,262034.10
Focused,13904.22,9005.41,11479.28,16547.78,271397.48
Focused,4456.89,10437.49,13244.99,18398.82,292854.46
Focused,11039.36,9409.00,6570.46,14701.84,272444.97
Focused,2783.86,3838.08,7655.53,15052.11,277675.36
Focused,8213.10,8126.31,8051.21,16604.83,273118.15
Focused,6741.24,10149.93,11209.54,15191.72,276326.13
Focused,10831.36,27281.81,10554.36,18193.79,299590.62
Focused,7780.84,4829.07,3612.77,11441.51,269691.36
Focused,46356.55,109620.20,47907.97,60283.27,451165.09
Focused,0.00,0.00,0.00,0.00,0.00
Focused,69263.12,44950.57,21643.24,38683.22,153342.44
Focused,18862.62,20857.22,8678.20,16875.52,215514.57
Focused,16078.24,28242.04,16936.62,18834.95,260749.31
Focused,15193.53,10149.47,6087.54,12099.92,255120.42
Focused,6241.40,12114.87,13785.37,17819.98,273609.17
Focused,27824.43,28191.58,12814.99,12805.88,273274.48
Focused,8969.87,26665.78,8433.01,18591.23,268195.05
Focused,12046.30,12094.12,13888.09,25809.67,302254.62
Focused,12255.64,22003.42,13905.37,17434.21,276377.70
Focused,22407.75,15181.98,13106.56,16950.42,301072.91
Focused,8393.28,8245.81,8866.22,20968.70,275727.16
Focused,15475.29,11322.33,5646.71,13705.47,291293.46
Focused,49032.26,20232.63,12174.04,13797.69,295385.70
Focused,5786.82,13488.41,15507.77,26141.80,308718.91
Focused,14222.50,11797.10,7591.14,12052.72,309076.56
Focused,15487.04,18533.95,7574.76,16875.97,303790.71
Focused,7202.26,6853.37,17621.58,14286.82,292674.54
Focused,12127.55,14457.78,13436.93,17921.44,335216.97
Focused,8168.89,16265.67,9879.83,12768.89,331724.24
Focused,20221.95,4262.49,4389.01,10865.92,318177.18
Focused,11625.18,13517.80,6010.74,9033.36,281043.46
Focused,6773.48,12115.27,6058.47,12493.88,302615.33
Focused,18250.16,10198.03,10895.58,13994.13,296973.70
Focused,8758.18,6126.47,5642.63,12699.29,288628.24
Focused,17823.00,17083.90,5445.77,17730.85,299651.25
Focused,5903.10,6868.13,9067.91,12094.17,264894.67
Focused,14546.09,7628.13,5358.20,10898.19,266642.03
Focused,3818.02,8230.73,7008.43,10403.39,278816.98
Focused,8229.31,4263.43,3368.00,11195.07,258248.57
Focused,8585.27,26769.52,15846.69,23631.65,292521.95
Focused,21992.23,13503.21,4315.18,12126.77,264283.96
Focused,20020.50,19572.29,7558.21,13813.75,367693.25
Focused,20607.14,22697.13,16226.43,25586.44,257376.90
Focused,19221.60,24418.65,13436.36,18725.55,253893.51
Focused,28180.74,71989.38,30271.40,98650.83,369000.73
Focused,16264.22,15109.58,6273.70,23830.55,319430.03
Focused,22769.86,45759.00,19418.31,25099.13,413687.74
Focused,6532.84,4344.07,6838.10,7160.69,405738.34
Focused,14283.81,11769.16,13540.57,17471.90,438489.78
Focused,20080.97,18224.13,3087.04,7472.34,409348.55
Focused,7006.88,12799.06,7139.93,10298.23,374258.99
Focused,5983.23,10107.85,5807.08,11337.70,225592.48
Focused,11061.01,11656.41,6995.03,12063.28,252075.98
Focused,14024.93,13513.83,6951.71,13402.63,233057.28
Focused,10242.85,8493.26,10806.89,12824.09,239478.43
Focused,10788.25,7365.23,4409.52,17317.78,235786.54
Focused,9146.39,19954.75,11565.35,16788.12,253923.27
Focused,5452.28,3729.66,3618.19,12802.19,234646.89
Focused,9604.10,10344.95,9135.95,18512.41,245563.32
Focused,12218.84,13098.21,6916.11,16288.39,242145.60
Focused,12916.76,11391.65,3839.93,10107.76,224836.03
Focused,11536.07,5305.28,7975.92,11031.67,232271.40
Focused,7212.57,5527.57,7302.39,13507.28,237905.65
Focused,9354.38,12928.37,19286.84,20525.60,233285.70
Focused,16407.84,21339.70,5868.84,12497.98,233873.86
Focused,4857.68,9211.78,12238.20,16391.44,239240.75
Focused,17321.11,10046.39,11625.22,13570.05,235273.30
Focused,16521.75,17238.76,8614.46,19811.77,246080.87
Focused,17127.39,17964.11,9053.42,19538.93,234999.27
Focused,8173.14,12357.04,11450.62,10977.63,231855.23
Focused,14163.99,7972.19,6314.59,11757.52,245054.52
Focused,8033.39,14892.45,20800.42,20923.18,246850.90
Focused,23994.27,18565.81,12545.39,25033.07,250121.05
Focused,7897.27,6531.20,10127.51,16568.05,236574.91
Focused,10719.00,9837.17,6152.78,14957.81,247945.87
Focused,8642.87,5999.87,7164.94,15652.55,251681.32
Focused,7339.31,5313.35,4807.75,12091.12,243456.08
Focused,17343.77,6725.47,7709.42,17665.80,240147.11
Focused,15395.28,7021.64,7208.67,16163.82,252642.19
Focused,29621.22,14985.32,13533.57,20390.73,266658.72
Focused,19211.20,10337.98,12197.52,18791.87,273385.86
Focused,9424.46,10134.17,10804.92,24512.43,257094.07
Focused,11968.87,8240.53,12142.55,20120.97,244005.11
Focused,9500.98,9616.14,5673.35,14524.49,255004.30
Focused,26987.67,8411.25,7901.78,17724.73,245273.99
Focused,12290.08,14707.99,11341.76,15665.09,254489.72
Focused,4921.94,10105.77,15187.30,15865.04,243955.63
Focused,10548.86,40901.84,17601.74,23004.12,277016.15
Focused,17614.10,18038.71,8403.50,13491.35,247054.39
Focused,8758.60,6215.53,6548.57,15911.93,227535.68
Focused,25931.32,10840.98,4602.67,17539.65,248977.24
Focused,6828.25,12458.61,8776.51,12815.16,248385.24
Focused,8453.12,4714.82,8134.55,16309.90,240281.18
Focused,2941.96,5257.02,5381.21,17862.96,236716.21
Focused,5144.83,7526.74,6541.66,17615.50,236968.78
Focused,8122.12,6193.57,11165.91,17054.54,235025.67
Focused,6994.60,3047.45,10715.50,15585.53,239965.23
Focused,12686.70,14856.68,7655.74,11890.97,238096.06
Focused,8477.22,7034.91,10069.39,20166.80,251993.32
Focused,10888.97,7266.20,5555.05,15993.64,246646.49
Focused,11735.65,9220.82,5180.47,10441.68,242014.80
Focused,6480.83,16424.83,8669.80,14318.56,257591.29
Focused,7328.59,12148.77,11311.82,16018.16,240963.60
Focused,5704.87,15480.03,7429.47,17112.01,242285.18
Focused,8728.78,6403.20,5953.63,12599.19,240793.00
Focused,21821.38,20870.36,14923.20,24156.21,239712.44
Focused,13529.26,12267.27,10988.37,25108.03,264844.97
Focused,5110.41,9232.46,8095.59,15580.56,257452.86
Focused,8085.97,6959.99,6851.23,14538.43,282899.82
Focused,13311.28,9242.03,10886.03,17653.28,281248.07
Focused,12459.10,8537.21,6436.44,18936.36,271353.46
Focused,13963.95,7449.93,7702.22,14686.74,247952.18
Focused,24406.05,10962.49,6433.71,18746.78,243220.88
Focused,13041.11,13392.85,10539.70,15263.75,263092.31
Focused,5164.31,9625.37,7332.81,14503.43,259646.70
Focused,11404.46,9929.43,8595.43,13444.63,264529.79
Focused,12290.64,5672.81,7416.45,15532.63,258922.89
Focused,10415.04,11424.51,13598.63,17286.02,269693.06
Focused,14060.79,21982.59,12977.92,28384.27,279005.34
Focused,6201.72,6912.46,4135.93,12212.27,266241.03
Focused,22937.40,20742.32,15964.07,18560.89,262028.33
Focused,24582.27,21555.15,7081.04,17853.66,263112.36
Focused,15615.21,16348.14,10330.76,17888.86,280708.41
Focused,11445.90,7273.03,4729.25,14557.92,260274.45
Focused,7451.12,5654.58,3659.64,22198.53,261985.10
Focused,11496.28,7551.97,7340.93,15155.85,267263.15
Focused,16925.51,14095.41,9682.08,14183.09,260675.26
Focused,8399.32,7451.97,6741.78,18645.11,244042.45
Focused,17238.69,17356.56,10726.31,13276.58,264183.18
Focused,37891.23,14081.45,9480.58,23132.34,267242.41
Focused,20580.23,22256.65,12019.52,23022.01,276077.10
Focused,13511.20,11027.64,6608.96,18496.01,268627.95
Focused,20614.75,8771.25,10354.45,16615.45,285246.87
Focused,10091.74,9902.11,11834.80,13350.49,280048.36
Focused,5631.03,7669.68,11423.45,17376.22,260512.35
Focused,11835.59,12031.83,13278.76,24672.33,274420.36
Focused,8558.77,4337.56,5520.18,14597.42,248697.28
Focused,52481.92,34273.27,18161.97,28908.84,255113.46
Focused,5850.78,11661.70,9781.67,14502.71,272900.20
Focused,24665.15,19026.70,15166.22,15065.90,260887.87
Focused,22242.75,21725.59,12724.37,20821.57,268294.79
Focused,19952.53,16456.34,7387.46,28924.43,268277.11
Focused,6822.99,8510.35,6719.79,23069.48,252456.89
Focused,29673.82,19691.85,14525.20,19285.91,263701.81
Focused,20511.35,16796.39,9919.95,17107.76,268072.89
Focused,24848.45,13048.46,12810.70,15266.99,271972.73
Focused,13801.14,18071.52,11627.49,21245.71,435774.21
Focused,12919.45,20203.26,12430.53,21854.72,264746.50
Focused,10211.55,5478.18,7468.91,12648.95,252627.09
Focused,11259.35,13199.14,6864.79,21450.41,237914.39
Focused,8288.07,16596.40,16402.57,21464.44,237851.75
Focused,13216.78,7289.19,13881.88,16430.21,232237.71
Focused,1520.14,17969.35,7860.67,20206.07,448799.54
Focused,31287.21,46454.94,34643.38,47367.58,417224.77
Focused,18361.96,14243.01,7505.74,18657.12,213691.85
Focused,10868.56,15795.24,8201.96,17386.90,232206.54
Focused,12508.56,31948.56,13821.93,20437.76,240757.87
Focused,6346.87,33732.13,10126.11,19748.40,265365.34
Focused,14592.47,11438.29,6883.76,18322.65,225714.24
Focused,26031.85,22095.87,8783.34,23023.35,250002.95
Focused,23022.02,18258.98,22243.15,35976.34,264017.41
Focused,11916.06,20309.97,12602.02,18591.31,261796.99
Focused,15051.55,14406.22,3779.02,15246.86,237958.17
Focused,8590.93,12546.14,4237.55,12065.96,243183.60
Focused,10417.34,10187.75,15133.24,22989.86,260510.21
Focused,10338.36,6124.72,5757.60,15687.18,228800.05
Focused,9784.32,13542.76,13315.65,18910.00,273890.43
Focused,6432.53,9607.92,6112.61,14316.63,275156.21
Focused,12586.40,13518.89,7988.26,14187.68,285832.75
Focused,42303.96,27971.45,7547.72,18149.11,321118.54
Focused,16491.36,10536.01,9835.97,16477.72,314904.01
Focused,16632.48,9133.69,8408.94,21334.22,327307.50
Focused,13620.35,11909.46,4712.76,13268.11,331147.13
Focused,33948.06,26571.60,14698.45,66977.36,646198.55
Focused,3623.16,8689.16,9222.94,32751.74,727591.27
Focused,42592.73,43453.20,30509.85,71365.05,732730.42
Focused,25144.62,33320.22,44682.40,148726.34,933394.96
Focused,25004.79,24484.51,16037.14,106674.84,732565.93
Focused,21494.61,26067.09,17324.19,108850.44,762872.48
Focused,21248.57,30126.23,23513.32,96780.50,749000.28
Focused,17636.30,24208.31,20479.00,76647.32,757906.41
Focused,13015.42,18957.27,22352.50,67474.23,698614.90
Focused,7114.55,14260.03,13059.93,50514.54,760391.93
Focused,6858.65,13884.16,22206.95,97259.30,719423.53
Focused,6216.41,10722.69,26513.03,115798.04,725925.51
Focused,6885.43,14142.28,21247.40,83069.91,697760.10
Focused,5932.15,12329.39,18466.53,79663.03,682022.28
