State,Delta,Theta,Alpha,Beta,Gamma
Stressed,15165.75,31856.34,16522.03,57791.87,244001.07
Stressed,14315.15,12589.32,10378.28,88185.67,264464.93
Stressed,42440.85,41650.12,20345.60,61941.91,250319.71
Stressed,21869.45,34978.12,23418.45,67105.89,285114.40
Stressed,16871.30,28336.71,29022.84,56394.36,250173.48
Stressed,63040.96,123949.72,61298.34,71173.65,317771.89
Stressed,24070.20,25577.10,17274.29,53930.53,252110.04
Stressed,80518.58,69524.65,30660.39,59696.00,280991.28
Stressed,13010.01,30235.58,12447.25,31534.60,184043.15
Stressed,23847.10,11171.35,11843.91,38057.37,181442.77
Stressed,18379.90,58273.26,15015.98,30472.38,166396.59
Stressed,11468.85,19294.68,15022.98,39341.33,205792.05
Stressed,9178.32,10483.68,10035.20,30615.56,190429.37
Stressed,10551.50,19339.82,15463.87,34312.72,210206.37
Stressed,113257.86,73310.96,17632.54,42228.27,260393.85
Stressed,19486.97,16002.20,13243.37,51499.28,267007.34
Stressed,52122.88,24089.58,8696.66,69812.62,237507.04
Stressed,34041.66,32784.50,27805.07,71853.48,317805.56
Stressed,14135.55,9479.18,5498.26,19664.15,175472.20
Stressed,8142.58,18376.93,21067.83,56409.83,272250.99
Stressed,5716.51,10937.92,10280.41,15569.58,169137.44
Stressed,23807.43,8627.77,9070.90,15305.95,154436.91
Stressed,59236.61,55977.75,18585.10,25696.36,173431.22
Stressed,37223.18,18066.18,22515.49,26211.29,272899.22
Stressed,15441.86,12382.90,14187.41,43697.31,228511.95
Stressed,6209.76,12268.99,12554.05,25019.31,214675.66
Stressed,19388.91,18541.82,21555.34,40538.75,203300.44
Stressed,16416.26,14927.93,14175.37,19702.44,170885.29
Stressed,28192.48,32111.01,41674.83,92516.18,278803.54
Stressed,8818.59,49729.46,65387.72,127994.42,355910.43
Stressed,8580.22,25796.33,46429.32,56002.30,299287.96
Stressed,31177.56,26756.53,37016.30,87584.91,363842.70
Stressed,27814.90,32783.21,20031.96,100311.61,329201.39
Stressed,2741.67,22671.44,17871.35,98971.55,336999.25
Stressed,8771.33,14139.81,30110.67,78101.38,266304.16
Stressed,6038.39,18216.75,28923.13,53052.56,262405.99
Stressed,8370.75,16800.26,23440.08,62458.96,260856.70
Stressed,24171.25,29199.07,30022.85,76038.66,249381.22
Stressed,20779.33,41140.82,25319.56,126752.57,347602.67
Stressed,6638.74,19617.47,27515.55,203042.02,410468.41
Stressed,62221.42,45493.76,46003.96,109996.95,357183.63
Stressed,11478.59,35674.05,51979.97,82887.73,401231.26
Stressed,4292.70,10985.31,16647.41,74929.32,264816.73
Stressed,42804.49,37326.89,51078.29,103450.70,323852.82
Stressed,9921.49,24105.44,51662.11,93779.42,373150.31
Stressed,15712.92,36333.88,30894.11,149561.52,408885.30
Stressed,10922.33,9754.99,24681.57,95113.66,296953.17
Stressed,24903.09,15336.00,28317.93,48280.36,269622.65
Stressed,20203.72,29657.42,58675.95,55962.03,283482.04
Stressed,24319.01,24632.24,37975.42,56217.58,256844.31
Stressed,10109.34,14032.75,15834.46,45625.78,245685.44
Stressed,9117.37,18408.18,32621.21,51121.17,236313.02
Stressed,19939.61,15148.42,19973.89,50820.26,217141.39
Stressed,28485.88,23282.29,14126.12,12962.69,120828.47
Stressed,16332.58,18540.16,16914.31,30130.29,180011.19
Stressed,10876.39,16899.24,13923.15,46111.54,210762.61
Stressed,10545.15,11715.67,8919.06,33501.10,196386.35
Stressed,12967.46,11284.35,10183.73,23666.25,196856.90
Stressed,9684.08,18654.64,11488.91,39390.32,218808.86
Stressed,29655.20,34348.84,9627.93,28381.89,179888.99
Stressed,80126.90,64045.71,32379.30,31409.78,114727.79
Stressed,15862.67,40484.83,17954.29,31081.36,175312.49
Stressed,64327.52,43828.30,20803.51,16827.77,189110.38
Stressed,24577.14,73156.85,29727.54,36550.90,175786.05
Stressed,38788.99,38060.70,14735.58,31015.26,182941.45
Stressed,31005.53,19586.57,5901.27,26011.28,119215.61
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,14052.16,26842.25,30886.96,36369.05,147157.38
Stressed,52108.29,33772.86,29040.88,48315.88,167988.96
Stressed,57170.51,57872.72,15241.71,29019.52,165081.60
Stressed,50827.53,32317.73,26219.08,26690.88,168635.76
Stressed,21705.20,16627.77,20206.45,23372.32,182589.26
Stressed,85547.05,91206.37,19259.64,30194.98,148222.99
Stressed,44184.46,11144.85,11935.92,27062.40,171259.22
Stressed,17479.38,25991.98,21079.49,17208.28,180233.89
Stressed,29526.62,17077.52,7770.02,18923.89,151397.99
Stressed,65045.97,33832.73,10383.74,18480.55,148683.12
Stressed,33433.23,57936.20,24560.79,43387.22,192568.58
Stressed,8217.36,37465.36,16117.75,20161.21,148151.80
Stressed,18038.84,15457.77,5194.36,23424.97,147578.65
Stressed,11627.19,20962.10,19158.00,22053.16,143422.12
Stressed,47664.28,14794.95,13251.94,12804.40,140676.06
Stressed,24119.91,9308.46,11259.38,26504.75,174771.93
Stressed,9592.93,13771.91,14132.70,17150.58,160385.92
Stressed,7789.23,12743.32,5423.72,21224.14,159900.88
Stressed,13640.10,12267.91,13005.45,23969.41,161438.54
Stressed,15587.49,19932.66,10657.07,26433.92,147035.49
Stressed,20165.57,13471.07,8797.41,19393.87,172748.69
Stressed,13942.85,29808.30,16147.03,14684.61,166004.51
Stressed,10449.38,18440.33,11696.46,26070.50,165549.71
Stressed,8199.46,13969.54,10506.72,8375.56,23774.56
Stressed,0.00,0.00,0.00,0.00,0.00
Stressed,150037.38,188820.29,73792.43,75688.82,255310.70
Stressed,19689.36,25718.94,10120.72,14956.84,165858.57
Stressed,37695.07,16372.98,14190.23,18253.45,145262.41
Stressed,5743.23,13202.99,7511.16,14422.13,139879.01
Stressed,14759.49,17245.28,6850.27,10715.33,144686.91
Stressed,12393.20,14569.71,3407.29,14783.88,142499.73
Stressed,14245.11,14198.67,19333.12,16487.55,160924.57
Stressed,21544.31,14372.80,6279.62,13958.72,145775.63
Stressed,14035.34,10891.21,11086.87,19905.03,165369.12
Stressed,10135.98,17605.01,16641.75,15052.05,166030.40
Stressed,10662.01,21983.03,29117.21,32750.07,186978.24
Stressed,3559.17,17727.69,13634.57,17901.41,183780.88
Stressed,6484.07,14191.59,12184.53,21992.78,167049.15
Stressed,18314.81,15429.52,10301.65,17649.78,179872.26
Stressed,13946.73,34459.20,24945.67,28779.17,186008.22
Stressed,166622.48,100704.71,91811.56,115138.85,259372.97
Stressed,128560.05,118023.62,59978.27,74111.52,150079.64
Stressed,28786.66,28521.84,20056.95,31834.07,39151.20
Stressed,32704.17,61084.85,38836.07,21351.17,185459.53
Stressed,189729.20,155197.07,83272.54,92181.11,319159.47
Stressed,4740.91,9777.44,7626.67,9175.96,96515.80
Stressed,169679.70,142136.14,134221.70,201320.06,346902.54
Stressed,60350.42,51117.79,57899.94,71575.84,218886.85
Stressed,149189.30,106762.73,58071.80,46514.68,148499.52
Stressed,78012.54,69855.08,45097.90,77187.38,89898.65
Stressed,3716.95,8593.47,8513.48,13168.88,43963.26
Stressed,90950.08,80666.81,26847.45,42718.38,164639.35
Stressed,43703.11,44680.94,28125.79,46232.49,54197.01
Stressed,58999.55,48801.89,26056.02,24448.61,69620.62
Stressed,5613.74,1535.45,4047.68,3970.56,45534.07
Stressed,27446.03,25090.70,14262.35,15961.29,138585.45
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,42526.65,33905.53,13742.82,15091.66,116474.30
Stressed,21809.38,24094.34,18037.23,16336.80,169033.47
Stressed,35483.29,108548.86,84164.13,61905.35,228354.06
Stressed,111156.48,69404.92,30556.32,29145.07,239914.36
Stressed,26385.29,23257.54,8837.75,13771.43,144193.29
Stressed,41620.86,29231.58,32547.47,30472.90,197198.99
Stressed,126835.62,79995.30,21121.73,20026.59,170842.30
Stressed,30965.28,20331.97,8492.20,14250.25,165788.28
Stressed,49953.52,22284.64,16947.22,22181.26,170717.48
Stressed,22595.87,35572.44,9389.04,13938.28,158450.62
Stressed,21649.51,16370.32,7485.22,14421.39,186120.59
Stressed,12377.18,13304.41,10606.31,12790.80,168401.05
Stressed,14631.18,10929.99,4692.27,8801.08,171025.32
Stressed,17028.66,17851.70,7481.94,15411.72,179738.96
Stressed,12463.47,21768.52,7354.86,20961.83,150233.71
Stressed,15462.31,11978.93,5213.77,14125.74,161725.04
Stressed,5413.91,11911.80,9151.23,11848.17,173738.45
Stressed,8025.87,13959.93,10528.44,14360.80,171898.82
Focused,7671.96,10402.19,8967.34,20726.46,180515.89
Focused,8134.84,8859.86,8574.66,18846.49,159883.57
Focused,48488.23,19232.13,17732.91,25069.46,190887.82
Focused,50242.09,68096.18,19265.05,23632.61,241460.88
Focused,43553.00,43665.36,9781.28,26192.53,219359.86
Focused,19472.91,40499.65,6631.43,15852.63,207318.60
Focused,5122.59,13382.74,8609.44,21657.55,178031.62
Focused,17746.00,11750.97,10005.62,12426.11,175931.42
Focused,11864.93,7720.11,3257.11,15026.59,183732.81
Focused,12206.44,5087.95,7011.93,12207.52,177020.52
Focused,10418.87,15081.32,9560.71,16574.60,176788.89
Focused,6997.41,14249.22,14207.66,16765.60,180702.83
Focused,6579.86,10619.29,5248.48,15492.55,180635.34
Focused,15126.39,8726.19,5481.68,15139.73,191356.99
Focused,11210.17,15392.71,9659.66,16025.98,136979.33
Focused,41257.55,27982.28,13553.29,15044.17,196157.95
Focused,26916.90,74842.64,12391.10,15903.53,239905.35
Focused,12500.46,17448.25,8736.51,15699.75,178978.77
Focused,31728.64,37200.68,11853.05,16571.69,189644.88
Focused,12234.59,17825.75,5011.01,17215.73,183308.09
Focused,9320.10,7576.12,9232.84,15116.11,186860.24
Focused,5425.67,7238.66,4241.66,16246.11,187436.86
Focused,11032.21,9502.00,8954.73,16296.69,198853.89
Focused,23253.03,8151.72,5145.22,13756.08,184359.41
Focused,44772.08,39102.23,9375.53,15628.60,193704.81
Focused,21862.25,11783.40,10515.05,18361.79,214021.52
Focused,58483.86,48637.44,16570.28,18504.06,215479.78
Focused,17640.15,23684.63,7062.18,17187.36,181217.98
Focused,11022.60,15982.72,5726.59,14796.93,177571.72
Focused,7697.66,14048.11,6099.81,11783.85,178566.59
Focused,7089.97,10837.87,6547.78,18181.12,170977.81
Focused,8807.03,16619.98,6901.12,17041.45,178572.63
Focused,10749.37,7575.23,3754.88,18979.47,179947.81
Focused,10448.23,6455.13,8677.24,16539.20,182506.63
Focused,10096.80,8656.09,10026.55,16653.09,178327.69
Focused,5682.61,12721.92,7211.50,22412.51,183152.49
Focused,13287.95,8026.13,7945.88,19549.78,176618.59
Focused,44639.70,29510.23,6546.00,13936.52,191239.52
Focused,16560.63,10449.76,12870.52,15988.85,175511.46
Focused,9780.10,11561.01,13769.27,14889.28,189137.15
Focused,11506.31,10288.09,5939.48,19595.00,192663.08
Focused,7907.52,7836.19,5101.09,14774.95,185704.06
Focused,7238.66,8324.96,3900.04,24931.97,183723.59
Focused,16630.13,10674.87,9182.13,17373.56,179795.40
Focused,10803.67,6754.06,7727.68,18177.10,183803.08
Focused,13219.70,13668.44,12596.50,16455.84,183113.61
Focused,61439.44,57590.49,6914.26,29203.88,274712.03
Focused,1297.46,3555.26,3460.00,3418.48,17584.82
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,32026.65,35515.81,14520.70,26091.46,221725.37
Focused,25516.31,18709.53,19186.64,17937.91,175884.41
Focused,15123.37,12131.85,6801.89,18730.18,170518.77
Focused,49429.42,46621.76,6734.97,16844.89,170336.07
Focused,14534.38,17429.65,9651.17,16506.76,164376.06
Focused,7806.68,12637.85,5694.38,17135.74,162918.33
Focused,3174.96,9238.20,7322.77,16402.86,176735.05
Focused,7145.69,6242.02,8374.69,15796.83,180691.29
Focused,14748.88,6421.98,4828.53,8492.89,180490.22
Focused,4754.91,4245.00,4700.12,17007.51,180354.62
Focused,8136.72,7490.06,5030.69,9441.53,176810.06
Focused,4631.13,12311.66,8755.12,15003.68,172092.76
Focused,16139.92,6190.71,11894.22,20593.48,176653.03
Focused,5034.16,16969.38,4987.48,14764.63,175460.27
Focused,58659.62,46301.96,26446.14,58172.93,208240.29
Focused,5261.56,10490.58,8192.64,14144.47,173111.77
Focused,9462.18,7538.53,6294.21,11222.09,182379.20
Focused,10618.37,5510.59,6957.33,11131.01,178432.82
Focused,7742.61,14370.18,7840.42,25924.94,175558.95
Focused,7465.91,19759.20,12716.74,26470.88,183158.98
Focused,6871.01,13892.91,8146.82,16816.17,180016.41
Focused,11726.44,8542.60,5685.92,14971.00,181775.56
Focused,9065.14,7671.74,7693.33,19789.49,182066.41
Focused,8124.86,7857.20,6721.54,14102.55,181120.97
Focused,5360.80,4503.49,3376.91,9008.83,179410.18
Focused,5093.83,10449.79,9631.06,12813.48,174169.89
Focused,7798.69,14118.07,9031.12,27271.58,247564.71
Focused,29679.74,24161.93,14368.26,30878.98,230823.92
Focused,9557.49,12161.82,7504.60,17202.03,232204.48
Focused,7649.11,9127.39,7097.47,12482.60,202198.89
Focused,11288.99,7032.86,4703.44,15551.98,198651.37
Focused,5597.74,9915.02,10332.60,15795.48,211508.69
Focused,2528.57,8343.26,5616.49,12376.41,206004.58
Focused,11866.41,11909.38,4449.03,9801.42,206470.75
Focused,9190.81,5855.56,4285.78,13247.29,197947.48
Focused,9319.20,6275.34,6898.42,14653.25,205305.52
Focused,8035.64,10314.19,3423.93,10925.36,197749.69
Focused,13481.75,4632.73,6942.96,14422.99,199439.64
Focused,8657.52,6671.25,4562.95,13917.77,198358.86
Focused,11625.14,8583.81,5775.83,18113.63,214231.95
Focused,16693.41,24998.41,11385.37,17253.40,210647.23
Focused,9258.49,14257.03,7997.82,12417.12,196979.85
Focused,132827.94,80778.63,39326.06,32340.30,256164.01
Focused,3435.97,7209.77,6319.27,6921.02,21848.12
Focused,13310.04,24778.99,4991.90,10099.14,153391.35
Focused,8973.94,12493.56,8914.06,19013.68,189419.78
Focused,53440.88,68396.22,21960.58,19423.62,190444.43
Focused,7857.01,9800.55,8981.64,16432.66,192987.40
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,56519.50,59096.31,60945.09,62675.07,300695.22
Focused,7267.68,10891.41,9561.71,18999.60,174677.33
Focused,13411.29,10915.13,6603.61,18260.14,184417.46
Focused,21159.88,10797.31,9359.09,20166.36,175516.04
Focused,16058.59,12771.80,8976.53,13764.53,160767.04
Focused,8437.38,8597.63,9432.42,22786.58,167669.96
Focused,10850.77,9549.32,8115.48,24464.64,167227.64
Focused,6478.55,9302.90,7958.31,13817.94,190625.29
Focused,8909.12,6983.33,4835.79,11792.27,179916.85
Focused,6613.42,6404.67,6978.01,13070.61,197201.82
Focused,9654.23,8978.96,9806.78,19626.03,214330.30
Focused,8486.11,11643.69,11140.95,21566.41,227385.49
Focused,3513.49,6092.92,9562.23,22186.67,210769.22
Focused,7223.28,11797.39,7280.56,14646.33,211255.44
Focused,31040.07,14801.04,13444.10,15609.42,229376.55
Focused,7326.44,6274.01,6379.12,18418.40,198937.82
Focused,2663.97,7940.34,7671.24,12934.29,212358.56
Focused,4218.60,8576.52,11185.55,10692.65,211731.55
Focused,3197.66,4319.12,5642.83,16949.90,213323.75
Focused,19363.79,24395.34,10310.66,16430.31,221929.96
Focused,11074.62,7660.43,4599.94,9525.43,218954.17
Focused,11823.90,4140.79,5547.50,13814.05,210481.72
Focused,7005.21,11364.46,4482.52,11782.22,218226.34
Focused,3175.71,4867.88,7335.52,14476.12,220208.36
Focused,7348.11,7524.18,6746.09,13092.72,219038.53
Focused,14742.41,16160.74,2777.13,7970.84,214707.86
Focused,7950.37,4354.41,5561.14,9580.08,214167.16
Focused,7030.61,6791.16,4876.83,10014.68,247204.35
Focused,11903.35,6248.92,5950.80,13127.86,211394.56
Focused,7053.59,4255.55,5838.41,11269.65,241680.21
Focused,9474.05,6458.81,3153.29,15361.90,241506.60
Focused,4513.48,6511.52,4955.02,11021.99,240566.63
Focused,3405.35,6858.85,6898.48,9207.13,244689.37
Focused,7976.24,6878.83,6824.15,12128.78,237348.53
Focused,12731.41,11112.35,8952.39,11316.13,242139.74
Focused,5469.39,7565.78,3343.58,10732.48,236361.58
Focused,3518.22,7111.61,7589.35,15096.95,253692.53
Focused,18997.59,20802.25,8633.85,12646.10,261540.90
Focused,8463.85,3946.91,3003.43,12906.76,252701.47
Focused,8257.66,10847.46,5506.93,13419.86,254519.17
Focused,9687.33,9506.86,6777.70,11547.20,254678.21
Focused,6880.93,7611.51,4373.84,13781.51,260698.38
Focused,10933.73,4510.55,4895.00,10633.38,257095.10
Focused,9442.59,4354.41,5646.13,10442.57,253203.24
Focused,6601.23,11468.60,6081.58,12776.93,246682.16
Focused,5725.15,4420.66,5127.52,13397.73,235072.84
Focused,7676.12,10561.38,6224.51,13413.85,219163.83
Focused,16091.03,19664.79,15685.18,20137.66,244611.47
Focused,5089.24,13252.95,14015.70,13983.09,221220.68
Focused,7446.22,3795.49,4174.05,11790.61,212109.33
Focused,8579.99,12355.48,10025.39,15090.82,213265.55
Focused,6291.45,6054.66,9062.75,15836.11,213860.64
Focused,10371.79,10793.82,7213.05,13524.26,228412.63
Focused,8649.73,9250.55,4677.35,13535.49,216269.85
Focused,7509.81,3185.20,4668.68,9926.02,216413.50
Focused,14517.01,20790.83,8786.35,24216.04,240340.69
Focused,12133.27,14052.61,8557.90,11423.67,241267.91
Focused,6914.25,10338.41,8482.08,20882.99,230762.16
Focused,5068.55,31934.48,11961.76,25209.42,245984.75
Focused,20598.63,16150.14,7760.26,21260.88,284224.33
Focused,7490.62,5967.99,3687.10,12677.93,235429.72
Focused,24122.37,15651.96,7416.60,11779.68,233527.32
Focused,3096.48,8974.64,8338.59,13099.77,206454.06
Focused,6633.90,4757.85,7064.72,17580.51,203338.86
Focused,15409.45,3880.89,8468.28,13692.23,213207.69
Focused,7643.21,16733.21,9136.56,12787.00,210256.31
Focused,6207.46,5141.81,6677.54,13189.87,212558.58
Focused,10945.70,11797.82,7198.45,10009.20,213671.62
Focused,104051.84,71282.99,29119.52,26835.39,248915.84
Focused,26730.65,26325.16,16278.48,18848.90,43807.42
Focused,28520.47,45841.68,31432.42,28558.92,229086.19
Focused,11328.32,22359.77,9042.17,18635.11,223710.55
Focused,7152.96,11315.94,7111.98,12389.15,225940.37
Focused,7162.05,10519.62,6483.26,13993.50,224542.26
Focused,16927.46,10455.73,5901.00,27128.71,247854.72
Focused,6939.00,16726.99,8308.05,33936.26,282033.09
Focused,16588.87,14873.36,6129.85,18787.46,258215.71
Focused,9482.63,13484.25,9898.70,29201.74,263283.47
Focused,9488.39,20139.85,7211.69,10849.17,238076.35
Focused,26881.23,24266.93,11105.70,13826.50,258453.55
Focused,13150.74,5408.51,7082.89,10133.42,222511.55
Focused,6143.94,7333.13,2827.57,11275.59,228243.40
Focused,12643.52,22234.88,9464.40,13036.45,236913.84
Focused,12516.04,8342.14,7961.62,15639.97,222800.09
Focused,7912.65,16030.61,8191.37,17815.74,236515.87
Focused,10505.97,10938.35,10164.40,15855.62,244804.23
Focused,7666.66,17234.83,6738.07,13512.24,234781.56
Focused,20987.05,14766.60,6870.56,12991.05,222640.86
Focused,18843.94,11547.73,5848.06,11814.61,227166.55
Focused,13456.21,6171.90,7490.18,16057.99,233013.21
Focused,8426.19,19657.40,11299.33,14484.79,223143.27
Focused,16181.93,13249.15,6324.57,16327.59,239727.56
Focused,8197.76,6531.98,7514.59,12734.42,242166.34
Focused,12216.19,15405.02,12795.79,13249.26,233137.05
Focused,4121.37,8807.24,4928.80,17025.56,238614.00
Focused,7024.86,9314.04,9321.12,16258.85,236008.06
Focused,7550.55,5150.98,8684.57,11038.85,250112.61
Focused,3625.37,9229.97,8161.88,10589.65,234614.58
Focused,6262.18,4189.16,8242.31,12941.01,253951.76
Focused,5659.73,15388.56,5228.70,12579.96,239151.26
Focused,4475.38,5803.27,12668.15,38842.74,344683.72
Focused,8901.89,9840.20,5609.21,20970.17,258185.75
Focused,9520.19,12750.80,10143.00,47171.10,288330.71
Focused,14930.81,16939.67,18356.89,52809.96,378037.86
Focused,13476.51,5657.37,4501.39,14511.21,245003.57
Focused,6822.95,6338.77,11114.00,12006.45,241324.35
Focused,6554.83,7462.41,18274.16,35477.58,302662.67
Focused,8187.22,8907.20,6891.29,15801.79,245558.18
Focused,7384.70,15844.81,13485.74,48523.62,398481.43
Focused,6274.48,15593.41,12614.42,38680.05,380489.49
Focused,3035.86,13038.26,19863.20,43235.63,370799.68
Focused,2754.62,4760.42,8098.50,35803.45,360759.18
Focused,4401.46,11892.84,11900.58,32532.40,353738.45
Focused,5966.58,12842.94,6450.72,30279.30,347108.05
Focused,15181.96,14457.50,18796.04,44721.01,355699.57
Focused,19420.73,16666.20,11334.37,48784.62,324302.73
Focused,1778.87,10367.76,12283.89,34139.11,350033.55
Focused,8994.02,8403.79,8642.73,17623.83,292901.21
Focused,16390.95,8282.65,9639.25,28245.44,347079.56
Focused,4935.63,8694.69,7829.02,47461.58,375017.92
Focused,5682.18,8355.65,4647.96,26326.12,294820.40
Focused,8798.60,11820.30,10701.47,40337.96,275776.39
Focused,6979.92,6891.72,9649.68,26223.07,255459.55
Focused,46195.51,29814.94,11207.02,25529.40,248475.65
Focused,10911.74,19293.67,14922.43,29371.90,143725.71
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,91251.11,49508.79,16471.92,18530.35,295888.58
Focused,54659.69,53223.00,42608.24,48534.30,246714.28
Focused,28564.16,55456.06,31808.24,32574.47,227886.70
Focused,20496.56,24720.90,14644.71,22641.38,227251.39
Focused,7064.75,9131.15,7020.19,12917.81,229584.80
Focused,7068.40,7068.43,4624.36,10912.55,242466.24
Focused,5050.93,8045.36,6153.08,15604.13,240167.41
Focused,14589.36,12329.43,5974.73,12855.63,240318.72
Focused,25831.82,50075.32,19591.72,21557.56,266868.47
Focused,12803.49,9185.87,5497.72,10060.05,237501.73
Focused,5764.91,8574.95,4302.92,9869.61,240145.75
