State,Delta,Theta,Alpha,Beta,Gamma
Focused,37456.09,36316.27,20450.32,51913.64,132281.82
Focused,164763.04,85086.22,38171.57,45364.39,117683.41
Focused,14278.81,15747.70,4396.69,25999.12,90698.17
Focused,43261.02,26339.37,14722.58,15031.70,88154.98
Focused,12758.87,27363.82,6032.44,14437.88,80945.42
Focused,21897.60,26742.26,7867.70,17417.06,76981.02
Focused,32272.75,8892.72,12661.74,14816.80,80730.20
Focused,24864.03,12893.94,4726.20,15798.04,69358.86
Focused,19447.36,20859.46,8347.36,13968.55,73001.20
Focused,31880.71,16291.49,8619.29,14594.95,77612.88
Focused,19860.43,21277.60,8193.34,16589.03,97141.94
Focused,18379.41,20828.94,11001.47,16309.61,77850.16
Focused,49210.62,20565.16,7260.66,17996.13,97297.62
Focused,18306.90,11567.59,6059.21,17287.61,87859.19
Focused,23786.21,22115.20,13317.06,13337.05,69884.82
Focused,44971.06,14316.16,7622.97,12345.01,101680.82
Focused,20702.92,23920.71,13092.70,15107.30,85196.72
Focused,28372.84,24743.94,8605.95,19680.40,87372.91
Focused,23155.44,23002.53,11719.72,16313.61,78319.26
Focused,41299.65,24723.24,6960.35,20236.80,87156.23
Focused,30623.24,16003.73,15256.20,13124.10,81670.99
Focused,36477.07,13913.40,14999.94,20197.67,83323.18
Focused,29587.58,20431.71,7954.06,23119.50,95414.40
Focused,31974.15,12891.05,12321.92,14214.29,77218.89
Focused,32105.23,53138.17,24193.43,22222.68,98345.65
Focused,21719.62,14191.65,9009.44,11530.80,86102.75
Focused,22530.73,23333.49,18179.84,22673.87,104859.56
Focused,35158.19,18726.14,5727.25,19149.96,93365.63
Focused,26939.44,15585.89,8148.53,20353.79,91641.63
Focused,40499.52,27163.21,13971.92,23220.97,88402.34
Focused,24601.94,20407.50,7884.58,15971.33,79110.44
Focused,19604.49,13459.41,9812.45,18617.79,86764.67
Focused,25526.88,26863.05,8736.78,15131.29,78267.75
Focused,34188.67,27229.39,9538.98,17963.53,97432.03
Focused,28467.84,10607.99,11802.03,15213.23,84235.67
Focused,38207.27,27180.94,14412.55,17904.79,93671.77
Focused,67790.87,35362.68,16312.39,49682.32,171968.48
Focused,161269.92,127393.24,83643.70,131749.61,103841.68
Focused,13606.43,24023.32,11069.19,17453.56,74771.64
Focused,54128.87,13495.50,15351.58,21721.45,87755.79
Focused,47452.01,40912.46,13305.83,36452.66,138706.29
Focused,73518.69,45008.58,8779.96,22536.51,104344.60
Focused,43725.84,24900.16,22846.18,40305.67,114739.97
Focused,26046.47,26107.67,12384.01,33384.37,109757.63
Focused,62471.28,27377.07,16556.45,25590.59,105703.31
Focused,24372.75,23491.43,11472.29,15126.00,79502.58
Focused,33765.72,13588.90,8562.25,15864.37,86742.35
Focused,26532.69,35332.84,18140.96,20519.39,68429.41
Focused,20965.49,29416.28,18229.42,17813.30,84381.65
Focused,36107.85,25567.46,14745.66,15953.66,94213.00
Focused,27193.69,11812.21,11693.16,23106.98,95161.15
Focused,33682.72,13785.70,22369.74,39067.36,134081.88
Focused,26352.88,21486.60,11804.80,23964.86,106309.36
Focused,32529.31,17554.51,11864.84,21503.58,97568.64
Focused,27393.86,20716.86,15857.72,19259.78,94344.26
Focused,24087.70,80146.77,20570.73,51834.56,108843.94
Focused,50862.36,24371.83,10936.88,16569.51,121177.14
Focused,24055.81,21592.70,11571.22,22149.78,108385.34
Focused,40019.56,42572.82,15236.55,29962.20,136709.56
Focused,44771.64,36492.60,9745.97,15962.46,86005.37
Focused,21537.95,16286.91,9645.09,19576.94,100525.60
Focused,32866.86,26434.42,15173.04,21321.27,104134.90
Focused,29195.16,25654.09,8750.41,19987.97,104341.56
Focused,36538.22,13825.62,7253.94,13067.95,84591.02
Focused,49780.86,32450.07,6227.18,11885.45,96357.78
Focused,36914.53,25515.61,14150.35,11887.97,71010.39
Focused,28173.30,20917.81,5497.61,14790.61,100083.62
Focused,44542.95,29587.02,14863.77,14622.19,93681.24
Focused,35060.73,28288.87,9197.87,22982.92,149659.65
Focused,41501.55,39323.25,7554.85,20699.17,124979.89
Focused,37392.73,18293.60,9406.48,21999.86,95175.99
Focused,41795.89,23060.97,19869.68,21017.81,105573.52
Focused,37527.68,36055.85,18438.67,21227.77,90656.00
Focused,24232.12,11970.85,12833.22,13225.00,72106.39
Focused,44417.64,41857.32,17147.72,30760.99,103623.03
Focused,39242.32,32199.35,15785.87,20047.08,109509.65
Focused,40226.04,22822.04,9020.72,27789.27,124859.44
Focused,43353.11,32067.01,10264.14,15122.68,90340.42
Focused,26984.90,19910.86,10940.70,21609.55,96746.29
Focused,51428.37,25290.79,19925.31,23794.87,112576.08
Focused,34582.52,24433.85,16626.83,20188.41,90418.22
Focused,42171.73,28885.32,13259.63,13272.20,100675.64
Focused,41445.79,22872.21,11665.24,17413.69,115460.57
Focused,23034.12,16436.87,7100.79,18203.88,97000.70
Focused,26523.47,22156.50,8748.64,14192.27,139699.97
Focused,45179.35,18489.70,13142.86,17124.78,99229.75
Focused,47050.38,18636.53,15838.59,26269.32,123738.20
Focused,48517.08,29099.19,8595.49,16463.19,111645.13
Focused,62223.98,23460.68,7582.70,19730.46,116001.25
Focused,34562.88,29034.49,7486.87,34827.24,163535.62
Focused,35889.38,25398.89,14466.52,14793.95,104273.42
Focused,48339.74,42454.81,18105.63,27031.33,145028.90
Focused,26174.58,29952.55,16213.86,17492.41,128322.38
Focused,41660.63,36140.16,8265.32,23004.81,98208.17
Focused,47868.53,54043.33,8508.47,14077.44,95368.12
Focused,35238.39,44868.44,12384.54,17674.45,101346.86
Focused,38801.87,26188.63,11448.38,19353.62,126327.45
Focused,47385.18,39771.19,14997.48,20544.94,115697.96
Focused,47532.64,39822.41,25868.62,17312.64,95233.55
Focused,28377.65,24447.61,19927.14,20956.65,100846.58
Focused,40221.25,31112.34,20529.30,22701.44,102833.47
Focused,15444.26,34905.17,12290.81,20216.27,105761.92
Focused,54156.29,32764.66,17150.22,37637.05,108738.25
Focused,38332.89,37694.09,16393.90,17215.57,100532.02
Focused,50635.04,29790.67,15240.47,23454.03,103202.71
Focused,48396.72,23010.69,15400.38,24071.62,115031.32
Focused,29403.64,32451.27,12577.25,14520.53,114126.71
Focused,36370.55,19132.88,12634.91,14397.43,120124.16
Focused,23554.78,38213.21,25490.50,31673.70,122299.23
Focused,28500.93,33639.03,6449.20,23628.83,107770.47
Focused,22305.17,30069.59,20720.19,16239.23,132253.25
Focused,26669.72,42039.58,16815.47,17183.54,75975.86
Focused,24497.25,7973.77,13793.30,10059.53,114842.60
Focused,44536.39,35077.62,18291.69,15694.22,106302.08
Focused,57351.87,29646.42,14493.53,18020.81,104086.52
Focused,51464.81,32343.74,13305.58,19109.78,98128.68
Focused,43628.70,39100.51,12482.99,16514.18,105462.83
Focused,26351.22,35109.69,12486.50,21635.92,115346.47
Focused,33555.41,36735.78,13872.75,22822.15,114668.14
Focused,45053.42,38044.22,7703.54,14457.34,105634.07
Focused,29634.35,19836.05,8912.66,15603.41,96639.08
Focused,48610.75,29743.17,11351.69,15675.23,108200.14
Focused,25834.75,17933.80,12206.09,15089.09,96316.87
Focused,37647.29,33432.52,18133.96,17202.41,112844.15
Focused,58935.89,58129.07,12204.83,16781.83,97092.34
Focused,24063.16,24900.24,18457.41,38632.61,117612.87
Focused,41892.65,33461.54,6108.92,19158.70,109213.64
Focused,41157.37,24836.18,11222.60,14714.96,89316.08
Focused,35777.07,38551.20,15595.41,19369.04,111666.08
Focused,18765.15,15610.28,10265.90,26303.19,99117.72
Focused,41646.79,27080.02,15076.80,28397.93,126294.43
Focused,25871.41,18006.40,11056.58,24123.16,90167.00
Focused,24208.18,24112.41,11823.41,33869.57,108503.44
Focused,37532.86,22986.81,11193.03,22716.14,133938.11
Focused,38760.64,19118.06,21259.15,16331.52,89543.47
Focused,21228.02,16623.14,7010.67,13114.61,99222.72
Focused,34432.95,28360.04,9176.32,25307.93,167213.20
Focused,72326.63,51039.67,52921.42,99472.80,1062498.58
Focused,55119.99,35148.32,13095.29,19083.87,183355.00
Focused,36780.53,30219.08,10531.42,16506.07,141281.22
Focused,24315.61,21819.12,10951.32,17989.18,151285.94
Focused,37634.33,25890.23,10929.24,13830.39,151472.97
Focused,20160.34,28773.44,16268.96,20333.76,164214.43
Focused,55141.81,41065.53,7386.36,14652.43,88317.91
Focused,19692.40,24866.14,10110.98,21612.52,86309.28
Focused,28932.88,52801.23,32264.10,35923.17,115523.77
Focused,28733.12,27248.57,22225.37,26124.80,94562.06
Focused,19588.35,14714.83,9560.87,20965.79,114140.50
Focused,70282.20,43855.05,8139.89,24679.05,112193.05
Focused,22266.01,26433.37,12774.08,25781.16,120995.81
Focused,22292.12,19135.56,15646.16,87119.17,153255.58
Focused,33577.93,49491.09,18279.55,75789.41,153167.06
Focused,36403.75,15885.91,12101.95,88270.64,186344.79
Focused,27847.91,13191.16,9136.77,91869.82,193867.82
Focused,64085.69,31823.70,20626.08,49773.39,153368.26
Focused,46326.28,51941.77,28939.00,46379.27,103322.99
Focused,40838.68,16075.49,8393.55,14106.83,76566.25
Focused,24847.30,18845.24,24442.61,76707.13,139615.31
Focused,16234.33,11026.88,14303.35,16296.40,90918.61
Focused,16593.25,35032.03,28300.74,37780.25,157439.99
Focused,22383.38,22648.38,21455.34,40126.86,161510.95
Focused,38262.38,35625.85,11246.00,22412.84,119693.72
Focused,30627.20,14691.60,11584.67,24552.98,106720.39
Focused,5851.25,29438.43,21205.86,108416.79,196961.71
Focused,22376.02,42049.10,13153.89,30916.70,102488.91
Focused,21228.73,21180.29,13463.95,80617.87,215544.25
Focused,30677.99,18958.34,17280.24,90754.34,159624.73
Focused,19328.82,14304.04,9680.83,22652.39,80992.71
Focused,22097.29,16904.73,9557.33,13949.62,73454.48
Focused,23173.83,23488.24,7560.76,15520.43,85517.22
Focused,11955.35,14632.67,13479.03,20952.05,83465.59
Focused,28160.59,9662.67,11836.91,14977.96,80471.94
Focused,33740.16,18337.52,13516.73,21126.11,84849.70
Focused,32170.92,23670.64,11110.00,21714.44,94742.05
Focused,33794.53,28725.30,12773.73,22081.65,105285.78
Focused,20196.46,34519.42,14846.85,27821.31,121380.14
Focused,20230.77,20999.70,6318.59,17709.97,93436.36
Focused,23004.14,38134.86,39519.34,43554.87,146390.63
Focused,23244.45,20235.97,14713.47,24105.80,78348.42
Focused,19035.74,26533.32,11519.86,26220.56,157350.70
Focused,15753.64,39531.20,37174.72,29564.45,138198.97
Focused,28500.46,32015.20,14624.45,25109.96,118982.52
Focused,27308.98,28767.20,8386.73,14028.22,98814.17
Focused,39926.85,15526.07,5258.03,26540.98,94869.37
Focused,38001.02,26931.15,17381.35,34616.59,112511.62
Focused,27568.83,19224.87,15398.06,22556.42,102156.20
Focused,16929.00,15857.57,14258.04,18229.20,88279.67
Focused,51409.34,52653.20,14496.51,25400.05,101993.62
Focused,23369.45,27325.15,20348.88,29371.76,101511.74
Focused,32863.85,29474.98,7461.02,13947.82,68679.15
Focused,31122.30,48247.74,15626.40,23544.44,89605.30
Focused,17242.08,35898.89,14238.35,22070.10,79503.23
Focused,45847.32,22665.56,12897.07,16828.27,115050.42
Focused,26199.54,12338.56,12763.51,18298.23,101846.58
Focused,24493.48,26351.82,10429.23,22714.65,125580.23
Focused,35314.32,23043.49,14104.23,18321.96,113752.79
Focused,44691.73,24810.50,13962.06,22037.97,95013.58
Focused,43902.75,34064.19,8846.32,16511.31,78657.55
Focused,57893.75,32827.34,16261.11,19262.29,73720.14
Focused,38121.52,26240.38,9751.27,17072.79,67402.98
Focused,38240.49,26369.14,17224.74,25360.02,83564.50
Focused,36658.08,33836.42,32744.36,56566.86,93498.69
Focused,37424.49,35102.77,9149.48,12719.11,59956.98
Focused,39720.79,39018.45,21040.69,22971.67,100231.82
Focused,40093.17,56464.60,33805.59,72264.80,109478.52
Focused,30380.09,23962.58,18481.03,17480.91,78240.15
Focused,27027.42,10543.54,9123.32,14328.30,61161.92
Focused,29184.03,15581.68,13040.29,16706.70,63441.41
Focused,23210.43,26906.94,15299.94,20180.86,85702.61
Focused,30573.22,20278.28,12167.14,15275.34,62367.55
Focused,68450.31,90523.24,24030.69,66749.06,102277.63
Focused,30312.50,13928.68,11688.97,15842.15,89700.02
Focused,18540.25,21968.33,13306.02,13654.33,87953.81
Focused,21427.04,14516.97,7060.09,14146.69,69700.01
Focused,28922.30,23204.99,13215.82,15399.28,61824.33
Focused,31519.52,33418.46,31549.03,32757.82,95383.38
Focused,26386.54,22820.38,8441.44,21240.51,85357.20
Focused,44433.22,14838.99,9957.20,25194.53,92383.30
Focused,30182.85,22015.23,8127.85,22674.77,95518.78
Focused,28230.41,18390.12,9005.67,13435.15,63806.60
Focused,28689.35,20226.16,11912.01,14131.85,82981.66
Focused,32778.89,21271.04,14875.01,19081.59,80746.98
Focused,27336.45,23612.65,4472.08,15410.55,68395.28
Focused,29465.08,11381.04,15304.83,17889.90,75400.47
Focused,22987.05,22243.70,21649.63,28077.37,81708.81
Focused,28185.68,27182.38,7775.81,15079.59,75924.87
Focused,21647.59,22729.39,10730.78,26381.35,83686.73
Focused,17070.51,24384.16,8604.04,18952.92,72191.47
Focused,24154.66,25260.62,19331.87,27503.63,85852.23
Focused,14705.29,19041.21,13373.45,17354.08,65436.99
Focused,27528.51,25211.17,11476.95,15506.92,79247.76
Focused,35784.53,16820.58,8312.11,16066.94,96530.63
Focused,20903.96,16728.35,6534.50,20042.65,69627.62
Focused,24749.41,15357.25,10900.44,17358.38,70491.55
Focused,22303.71,13646.08,11419.79,16971.18,68536.62
Focused,30421.58,27998.62,11872.89,26799.13,115203.11
Focused,34480.46,30071.74,10160.03,24581.54,81376.73
Focused,25148.68,29922.99,6647.66,11876.53,65257.27
Focused,34808.83,15231.08,5390.10,13270.94,63070.21
Focused,31074.14,25138.20,14434.82,16462.28,72945.62
Focused,32730.64,21661.81,12258.17,21071.90,79075.01
Focused,21648.65,16351.61,11688.69,17625.03,61579.23
Focused,16742.86,31458.99,19598.24,24989.57,77695.63
Focused,8957.12,27706.29,19660.87,28575.38,75284.92
Focused,15317.03,18726.89,10147.03,25410.25,68550.78
Focused,14847.72,23352.35,13357.50,36553.67,82035.39
Focused,27507.01,19329.21,8109.51,19034.08,66976.08
Focused,17372.15,21136.90,5533.05,15127.13,61889.67
Focused,3717.20,31287.58,14345.09,20641.84,69062.01
Focused,28606.38,34602.20,21010.00,28214.04,109342.39
Focused,25808.79,21035.48,14054.57,15761.55,86519.89
Focused,44101.50,38019.52,23416.48,51319.27,96528.97
Focused,30198.93,52023.07,17275.76,12174.38,72267.58
Focused,22333.19,34193.50,21323.15,26178.62,84313.24
Focused,22932.16,13472.24,7056.34,15809.22,73519.64
Focused,47901.87,38283.93,16559.92,32599.37,82678.13
Focused,18421.30,24329.32,20833.52,25031.02,78570.40
Focused,28644.36,8036.66,14709.03,21043.72,67292.22
Focused,38713.54,49542.14,22377.26,33983.86,108266.17
Focused,25082.17,24209.78,12554.75,24010.07,76965.32
Focused,21886.87,27966.62,13193.47,23567.40,74740.37
Focused,38749.15,17702.91,27776.22,40306.40,92806.93
Focused,161638.26,128311.62,85381.91,144170.86,223096.96
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,17742.57,23016.76,6059.77,13390.87,18200.07
Focused,145528.36,123290.32,74202.26,79762.87,106238.24
Focused,60214.26,65876.33,13643.79,14840.46,78106.35
Focused,32355.42,17749.77,8251.44,18003.37,83801.61
Focused,74119.20,97375.18,20217.34,36007.99,118949.13
Focused,84626.08,53197.73,31953.18,31098.23,87820.94
Focused,19194.21,10525.87,10309.11,12515.94,64508.74
Focused,36878.56,33312.35,9795.84,18729.96,60848.31
Focused,36371.78,22421.48,16918.57,25258.33,102736.80
Focused,21550.53,8827.30,18041.38,23039.16,68744.84
Focused,6150.41,22795.90,25589.80,60372.56,129853.57
Focused,49883.36,24672.75,17429.06,20743.78,106334.28
Focused,17390.21,20744.09,14518.69,31670.80,83489.35
Focused,10944.38,12428.83,10987.94,19994.30,169245.35
Focused,11320.81,26518.47,15058.91,21919.81,110515.53
Focused,23013.42,36766.34,20388.15,91545.41,181216.02
Focused,15804.74,20565.40,5958.13,16636.01,88376.38
Focused,18391.49,23712.03,11359.27,17800.37,101199.35
Focused,15724.65,22354.00,12284.45,32813.39,103158.96
Focused,9502.78,14492.11,8333.08,13679.40,78591.94
Focused,22765.96,19202.99,16638.31,31564.58,87958.42
Focused,16610.53,18894.26,10073.47,12825.20,91349.01
Focused,11962.07,14484.55,5923.84,18716.50,95400.54
Focused,17639.43,11454.07,17396.63,36834.16,105597.23
Focused,12126.56,32103.17,14678.10,20611.17,107412.41
Focused,20949.69,12088.51,14338.68,20278.03,113881.08
Focused,32124.57,11293.41,19049.95,24882.69,95062.36
Focused,13237.53,32027.30,12019.73,21057.39,101591.52
Focused,16634.31,21919.71,13482.07,14431.18,113784.67
Focused,15010.00,5904.27,9346.51,30054.81,90227.99
Focused,35825.52,27301.88,13391.87,17087.79,101847.27
Focused,29001.53,12915.64,18310.49,27565.27,104019.96
Focused,25422.72,14669.76,7864.71,16204.79,102621.40
Focused,28234.73,14207.55,5958.50,12358.17,87215.56
Focused,19273.99,12673.89,12045.18,14921.36,89764.89
Focused,19063.96,11835.54,10083.25,13343.90,88489.63
Focused,8903.77,17124.06,19038.08,25045.45,98482.61
Focused,23907.14,22903.68,16577.06,11370.86,112382.43
Focused,17734.39,19264.80,10268.48,18133.84,73078.75
Focused,25342.78,11778.09,10422.82,17168.72,101430.92
Focused,25709.00,23314.41,16130.30,45979.01,116060.36
Focused,20778.22,11214.36,4706.79,83977.91,125741.40
Focused,20047.27,19320.06,9648.11,81179.08,150107.92
Focused,16974.61,11042.82,13897.49,16893.59,97149.46
Focused,11943.17,14549.98,12534.04,19396.56,104417.55
Focused,16738.57,4958.18,5997.25,14942.87,72362.61
Focused,15282.22,13582.04,9858.51,22257.93,96020.64
Focused,15717.80,21246.39,16910.27,30958.30,106631.20
Focused,17899.81,18678.52,10467.81,27940.34,106270.36
Focused,33700.34,15670.08,8060.73,12749.83,86235.98
Focused,19934.86,9089.74,8100.37,21938.59,88632.16
Focused,23627.14,16282.27,11284.62,20741.19,85071.05
Focused,25231.11,18580.73,10523.06,31181.84,89052.52
Focused,37112.68,17536.10,15131.82,27396.87,95989.63
Focused,33671.37,16243.89,15119.58,24927.95,90263.60
Focused,42243.95,19476.46,21107.14,31671.76,94016.35
Focused,11998.36,19409.69,19441.68,30678.01,93443.58
Focused,20462.07,29175.84,26748.97,23459.93,78748.31
Focused,23835.87,26191.72,13205.13,20373.09,112278.38
Focused,27762.30,18822.45,9356.54,21981.50,95970.34
Focused,20103.46,24275.62,13207.49,44038.86,145244.48
Focused,15127.11,10320.17,10631.89,16487.07,78062.47
Focused,40002.88,14822.00,13143.31,34369.30,131704.31
Focused,139540.93,117120.19,68726.56,87932.39,221033.38
Focused,0.00,0.00,0.00,0.00,0.00
Focused,121156.68,82291.69,21743.06,30891.63,89424.71
Focused,11522.05,12917.19,17290.88,34480.91,110679.69
Focused,39754.35,14484.24,19991.04,64082.83,172555.52
Focused,33956.31,39107.77,27640.28,33581.66,129381.12
Focused,110937.11,19281.41,14761.45,13545.53,98270.55
Focused,22946.53,12756.53,16051.60,20845.79,105608.96
Focused,35938.72,20484.23,16846.70,46745.03,161052.58
Focused,40127.60,34508.79,23405.19,28682.98,105155.36
Focused,109151.38,78903.98,40799.90,73709.72,165139.10
Focused,12752.86,17360.21,13471.23,42504.07,174822.99
Focused,15142.96,18416.05,9285.14,22008.05,127236.97
Focused,29299.44,32560.28,14646.48,39786.76,110910.98
Focused,26925.36,26857.54,13630.68,42939.59,136268.58
Focused,10013.03,10047.99,8798.54,13444.36,93491.41
Focused,19758.70,30313.28,14160.22,27769.72,94216.53
Focused,21225.79,23753.76,13185.75,25132.13,105608.46
Focused,26612.86,36935.18,16072.30,28684.21,82248.32
Focused,8325.37,11736.16,8340.01,23623.76,109115.48
Focused,8720.78,11951.27,9798.02,21407.64,111135.53
Focused,9129.08,17597.58,17386.34,23881.00,109195.18
Focused,22314.39,16370.76,12959.24,23609.34,116706.18
Focused,10643.91,11001.82,12093.46,29133.37,97873.31
Focused,4871.02,13441.95,11803.19,20032.21,110533.22
Focused,33038.48,18026.26,15544.29,26738.67,99968.42
Focused,19989.59,24003.04,12613.13,23378.59,76003.65
Focused,16184.36,81988.32,42601.34,49147.25,138084.55
Focused,8215.76,7273.26,15223.51,35801.96,96344.79
Focused,22288.60,36335.55,25700.53,60724.28,173324.08
Focused,9694.21,16124.90,13210.21,32082.17,113942.90
Focused,7968.64,21762.94,11027.45,17680.46,88820.98
Focused,18182.94,26675.86,15684.43,38509.01,120618.56
Focused,15766.66,10806.12,18181.73,46903.31,169898.51
Focused,21496.35,37644.44,23245.73,35107.46,113548.00
Focused,11125.03,11688.52,14851.23,43382.26,113953.04
Focused,26505.62,13825.05,10593.76,23660.41,112578.97
Focused,11711.78,25459.76,20069.93,29856.19,115105.55
Focused,19631.76,26577.21,19256.59,20736.07,92121.78
Focused,29097.29,23642.47,9188.62,20616.88,95929.57
Focused,17174.13,13447.45,8226.15,15761.37,86942.72
Focused,13414.50,15139.36,9321.85,37772.04,131690.28
Focused,37530.90,27682.00,24822.64,64107.53,169086.64
Focused,22004.36,8929.29,16778.36,22374.62,135260.83
Focused,17083.49,19118.06,16692.97,47001.93,125161.36
Focused,20535.02,8963.35,7949.04,13974.00,86509.06
Focused,14715.68,19877.94,10652.72,23078.04,134433.63
Focused,14821.96,11248.24,9578.45,20123.84,102747.00
Focused,16104.93,11545.25,7819.60,16475.32,100067.78
Focused,16966.88,22336.12,22791.21,21034.17,88441.16
Focused,26733.09,28524.57,13858.66,34258.96,134776.64
Focused,88880.02,36346.31,14934.17,43965.10,166925.22
Focused,33764.32,20231.99,11183.93,25922.25,142415.50
Focused,20962.22,24866.16,21058.90,54705.04,194980.54
Focused,36800.94,37996.90,21489.57,76345.40,227250.99
Focused,23210.23,31907.43,18777.66,28781.95,121464.64
Focused,12012.79,18510.10,18386.31,18174.69,78043.12
Focused,13517.33,13494.58,13566.36,27075.00,120307.61
Focused,23553.89,25343.55,13131.37,27124.64,104227.69
Focused,15862.25,16016.21,10435.63,25329.43,89573.16
Focused,20233.20,22894.80,11736.95,21890.71,94992.98
Focused,20456.98,34518.56,11741.66,25269.63,114125.19
Focused,36273.19,35720.28,28366.21,33927.91,104340.57
Focused,60760.01,32675.37,23044.17,37391.80,160457.22
Focused,42961.51,43719.59,31788.72,44098.60,114096.22
Focused,21738.22,16869.96,7721.51,16553.72,96841.55
Focused,28330.50,32087.69,24362.53,34333.31,112844.56
Focused,45070.79,34628.88,35188.63,55185.95,143722.62
Focused,26310.82,29283.84,19952.39,29186.97,174303.54
Focused,15997.72,14704.37,10022.25,18491.30,101704.19
Focused,14583.02,32437.66,14258.28,34003.28,99584.50
Focused,6345.43,28645.99,9121.50,20143.14,108692.89
Focused,18828.16,18902.62,12192.91,20888.63,97854.21
Focused,19244.28,13513.31,13199.61,24511.52,132091.24
Focused,15677.08,19395.65,9878.64,19038.41,100137.22
Focused,15740.38,17323.55,17862.91,17508.87,104961.37
Focused,13815.65,23825.49,15196.29,24616.06,115616.04
Focused,8608.54,22506.19,13082.88,30195.64,100379.35
Focused,12207.18,17778.99,15429.86,36266.19,127979.15
Focused,11023.61,17751.86,18365.05,31128.71,118328.03
Focused,23416.73,24446.34,13885.99,25685.57,94058.71
Focused,14102.57,20066.89,10446.13,26165.48,105010.72
Focused,8418.74,21876.55,16081.53,20877.27,98997.99
Focused,8210.26,12309.96,17481.72,29853.90,96717.31
Focused,26092.55,21791.58,12371.84,20416.20,82519.64
Focused,16784.23,7781.39,10790.60,27419.09,87311.30
Focused,13126.35,28474.14,18845.72,43567.75,95946.74
Focused,21764.74,17770.27,15370.44,21783.94,86235.28
Focused,22711.69,19472.09,8560.57,20482.30,77084.43
Focused,19340.10,33597.95,25695.44,24944.05,102015.63
Focused,11130.83,21014.30,14592.61,29443.37,102169.39
Focused,24135.65,25332.64,19974.10,25219.65,98896.08
Focused,17875.86,12835.60,11887.78,17637.40,84857.81
Focused,15307.44,24501.27,10415.61,34210.54,123268.79
Focused,18220.91,14998.50,7964.65,24238.10,84377.10
Focused,12543.66,16005.24,11040.87,17477.32,77540.69
Focused,11274.63,25463.56,9304.92,21086.92,90980.02
Focused,23190.61,23013.98,20473.71,22872.18,92138.65
Focused,22581.14,15710.54,15378.44,17899.97,84741.64
Focused,7908.17,19979.25,13987.76,21619.97,81117.44
Focused,13451.91,37701.70,15255.13,18324.40,101471.29
Focused,4106.89,20279.75,9652.80,37189.65,122407.43
Focused,20965.87,20744.29,15101.90,33873.83,107042.32
Focused,15788.84,15014.67,15375.36,39863.07,104240.54
Focused,31489.38,60374.44,55872.65,53195.99,131537.13
Focused,16473.65,20714.53,15405.80,26440.61,88314.35
Focused,871.93,299.38,101.91,86.92,41.00
Focused,70101.49,34630.42,13762.07,23833.39,92007.50
Focused,555.35,336.00,691.32,2609.71,11060.61
Focused,143891.01,118257.30,78114.23,132138.37,203594.59
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,74452.31,64522.88,36403.79,37331.49,28534.75
Focused,41725.66,53666.09,16046.75,29595.44,115933.42
Focused,12552.27,12698.50,11174.01,23766.69,77051.43
Focused,87075.46,66685.43,27816.91,32032.83,121591.34
Focused,6540.60,9452.10,5711.06,13862.11,33888.39
Focused,43377.63,39031.32,19478.38,31787.13,94313.01
Focused,82254.25,84888.07,74837.20,92856.41,163179.56
Focused,39173.66,64145.07,58205.42,134042.32,200205.24
Focused,67222.10,54073.20,115775.62,163046.04,213708.82
Focused,109940.19,105800.11,83070.37,99139.14,187829.51
Focused,66012.24,64223.62,48543.23,79939.23,159179.54
Focused,49180.95,27473.47,8714.64,18457.75,97016.65
Focused,23062.88,20438.11,13348.27,15170.77,101546.89
Focused,45644.86,28040.59,5957.86,15222.87,107346.60
Focused,20294.41,19100.77,14017.56,27792.62,122513.34
Focused,18263.58,27263.73,10854.77,21668.40,83242.69
Focused,25155.60,33732.00,16818.29,45874.51,131983.01
Focused,75664.94,49438.36,30658.44,25179.06,101180.34
Focused,36881.06,22613.51,8251.98,15972.34,90443.23
Focused,17739.79,17700.13,6017.55,15157.22,84468.10
Focused,29821.67,21468.33,9213.68,20228.76,101165.45
Focused,34712.82,15545.34,8214.72,15110.36,81688.55
Focused,47429.14,31782.96,12200.24,18486.20,129607.03
Focused,36746.68,22922.63,14120.48,22280.47,128187.33
Focused,41611.67,32634.24,7497.98,16174.69,113035.42
Focused,25874.99,24112.03,7814.87,15998.92,119153.71
Focused,23775.11,30654.00,18769.79,20618.87,123372.05
Focused,117716.88,93644.77,63234.35,97992.02,165522.54
Focused,23907.09,15933.59,14941.02,17013.91,133654.81
Focused,28701.05,18121.57,12555.42,31497.21,143022.76
Focused,52547.31,38278.02,21754.38,37595.60,153618.80
Focused,6874.29,6393.73,3392.64,3171.72,28085.26
Focused,24831.97,24959.98,8217.30,18391.06,129597.27
Focused,30195.98,32616.91,18098.35,18209.01,107884.24
Focused,31745.80,14915.75,9833.75,19022.52,116590.08
Focused,29579.68,20054.57,16704.95,21455.91,109521.44
Focused,18064.06,19103.92,9864.62,20917.56,107038.89
Focused,26242.79,19030.95,10611.40,16803.35,104645.60
