State,Delta,Theta,Alpha,Beta,Gamma
Stressed,14927.30,10596.97,12188.87,19154.36,69243.40
Stressed,10417.36,14595.09,6395.71,18474.72,64038.45
Stressed,15744.74,7961.09,8661.25,16049.70,71604.20
Stressed,19584.98,13972.58,5930.00,12275.79,62819.61
Stressed,25405.67,13552.03,5887.31,16003.71,67374.35
Stressed,24254.20,8088.56,9414.26,17795.43,71592.34
Stressed,12674.55,24275.49,11689.03,12864.76,77655.61
Stressed,8637.93,6674.45,8674.67,16598.89,68996.79
Stressed,22011.57,5795.47,6963.25,13188.91,83901.61
Stressed,18916.52,9569.70,11287.87,16702.58,78653.34
Stressed,20869.21,9825.91,14990.58,16360.56,80652.83
Stressed,12138.00,11632.13,5667.86,16841.39,69996.59
Stressed,11687.24,20363.38,13470.72,17344.96,83053.44
Stressed,7493.78,7486.99,10264.01,10705.31,77295.74
Stressed,7712.39,15761.23,9043.83,15231.78,81081.57
Stressed,15530.19,15912.12,8699.74,14558.70,76881.52
Stressed,9049.62,8316.88,8843.60,11246.54,76574.71
Stressed,9323.28,11571.43,9603.36,10865.59,76368.87
Stressed,9409.85,21301.26,13938.32,21975.09,77274.63
Stressed,12934.24,10589.86,9683.33,13799.68,86046.81
Stressed,17530.33,11768.72,8423.28,14694.99,70545.58
Stressed,8835.34,7972.04,4611.62,15663.95,70684.73
Stressed,10960.57,18896.56,5580.47,15673.70,71096.49
Stressed,16763.49,10560.80,3857.13,11215.63,60392.75
Stressed,9789.61,4174.86,5716.25,16185.51,72307.09
Stressed,6713.57,7125.34,5626.26,13589.66,71235.73
Stressed,15575.71,5571.67,7796.82,12339.88,70634.68
Stressed,12045.66,18151.17,12400.46,13272.18,71499.64
Stressed,20215.55,9923.01,5526.74,12876.93,67736.56
Stressed,11325.15,10169.99,6802.28,10392.21,74155.54
Stressed,6000.43,9387.71,7728.73,13506.84,70473.79
Stressed,14975.73,6110.89,11454.69,11386.04,64819.83
Stressed,12409.45,8361.02,7965.98,12616.85,63423.52
Stressed,10994.71,9215.09,11351.49,11136.99,66444.17
Stressed,8520.14,7744.95,3314.59,11543.43,66249.47
Stressed,8049.28,7056.63,8059.35,10120.54,69482.73
Stressed,11421.18,11334.40,10725.77,8621.78,73876.92
Stressed,9834.39,15619.58,7793.55,20851.83,76211.09
Stressed,10570.18,6507.69,7527.51,14086.19,74642.40
Stressed,13770.31,9430.18,7949.68,10342.62,65677.03
Stressed,8693.93,12281.01,6322.20,14642.27,65868.88
Stressed,18985.58,14034.91,6766.57,15732.97,66629.45
Stressed,9018.42,9495.48,7085.73,13845.45,75440.01
Stressed,22034.70,11458.40,6013.66,12566.45,69262.61
Stressed,8258.49,18437.56,6434.13,14309.32,71426.57
Stressed,12769.47,9830.16,3651.77,13120.96,76350.76
Stressed,8032.73,5046.75,7634.39,14406.75,70101.33
Stressed,5565.02,7177.57,8857.27,14149.16,65400.49
Stressed,10355.12,11151.96,7194.46,14477.66,67324.25
Stressed,4873.55,11040.50,4597.14,13567.61,64621.13
Stressed,7772.82,13407.74,10050.56,18557.13,65032.32
Stressed,9081.92,5485.58,2803.17,11824.45,60712.65
Stressed,11411.48,12774.47,4499.97,11165.04,62693.78
Stressed,9303.76,5041.55,3758.49,10849.18,58319.90
Stressed,5570.36,11201.66,4262.39,11419.04,59039.65
